crop_name,soil_type,season,temp_min,temp_max,ph_min,ph_max,rainfall_min,rainfall_max,water_need,duration_days,humidity_min,humidity_max,altitude_min,altitude_max,fertilizer_n,fertilizer_p,fertilizer_k,yield_ton_per_ha,profit_usd_per_ha,difficulty_level,country,location_field
Cauliflower,Black,Spring,15,27,5.7,7.3,47,115,High,71,67,86,200,800,150,80,120,15.13,2332,Medium,India,Haryana
Apricot,Silty,Spring,12,28,5.7,7.6,54,139,Medium,121,45,72,1000,2500,90,45,90,8.78,2709,Hard,Nepal,Morang
Cotton,Black,Winter,18,36,6.3,8.2,32,99,Low,190,44,63,200,600,100,50,100,2.91,962,Medium,Asia,Vietnam
Sunflower,Peaty,Summer,20,35,5.9,7.3,25,81,Medium,112,44,72,300,1000,80,40,80,1.67,565,Medium,Asia,Bangladesh
Jute,Black,Winter,25,36,5.9,7.6,94,206,High,111,74,85,200,600,80,40,80,2.45,673,Medium,Asia,Indonesia
Sugarcane,Silty,Summer,21,34,5.9,7.4,114,180,High,362,60,82,200,800,150,80,150,79.74,2730,Medium,Asia,Bangladesh
Bitter Gourd,Black,Summer,24,33,6.0,7.6,74,133,Medium,85,63,86,200,800,100,50,80,13.37,1675,Medium,Nepal,Jhapa
Onion,Clay,Autumn,15,24,5.8,7.2,63,119,Medium,100,61,80,200,800,100,50,80,18.63,2332,Medium,Nepal,Gulmi
Sweet Potato,Clay,Winter,20,32,5.6,6.9,57,89,Low,130,56,78,300,1500,80,40,80,16.99,1703,Easy,Nepal,Jhapa
Maize (Rainfed),Black,Winter,20,36,5.7,7.0,67,136,Medium,95,54,75,200,1000,100,50,50,2.53,506,Medium,Nepal,Jhapa
Capsicum,Loamy,Autumn,19,29,6.0,6.7,45,120,Medium,82,62,81,200,1000,110,55,90,13.9,2209,Medium,Asia,Sri Lanka
Carrot,Clay,Summer,8,26,5.8,7.3,42,92,Medium,94,58,77,200,1000,100,50,100,21.89,1926,Easy,Nepal,Mustang
Brinjal,Loamy,Autumn,21,37,5.8,7.2,50,125,Medium,102,62,90,200,800,120,60,100,20.29,2356,Medium,Nepal,Gulmi
Horse Gram,Peaty,Spring,18,36,5.7,7.6,33,76,Low,112,39,63,300,1000,40,20,25,0.69,478,Easy,India,West Bengal
Pomegranate,Clay,Spring,16,37,5.2,7.6,65,123,Low,181,44,69,500,1500,120,60,100,10.42,2977,Medium,India,Maharashtra
Litchi,Black,Summer,20,34,5.4,7.0,102,211,High,127,60,82,200,800,150,80,120,6.64,3562,Medium,India,Punjab
Barnyard Millet,Loamy,Autumn,22,37,5.4,7.7,70,140,Medium,77,54,80,300,1200,70,35,35,1.33,289,Easy,Asia,Vietnam
Potato,Alluvial,Autumn,17,27,5.2,6.3,67,105,Medium,81,59,87,500,2000,150,80,120,19.79,2321,Medium,Nepal,Sunsari
Horse Gram,Red,Summer,21,33,5.5,7.4,37,77,Low,116,38,70,300,1000,40,20,25,0.79,417,Easy,India,Maharashtra
Chickpea,Peaty,Summer,13,26,6.3,7.5,29,68,Low,97,41,70,300,1000,60,30,40,1.37,722,Medium,Asia,Sri Lanka
Radish,Clay,Spring,11,25,5.9,7.7,36,92,Medium,56,53,76,200,800,80,40,60,17.88,1376,Easy,Nepal,Morang
Grapes,Laterite,Monsoon,17,33,5.7,7.6,50,112,Medium,142,55,79,300,1000,150,80,120,19.36,3775,Hard,Nepal,Bara
Watermelon,Loamy,Winter,23,34,5.9,7.6,21,74,Medium,97,50,73,200,800,100,50,100,35.22,2934,Easy,Asia,Indonesia
Coffee (Arabica),Clay,Autumn,15,26,6.0,6.3,155,247,Medium,297,66,86,800,1600,60,40,80,1.84,2715,Hard,Asia,Sri Lanka
Lentil,Laterite,Monsoon,15,26,5.7,7.4,12,42,Low,84,35,65,300,1000,50,25,30,1.43,580,Medium,Nepal,Mustang
Maize (Rainfed),Clay,Spring,20,34,5.7,7.2,56,162,Medium,98,50,84,200,1000,100,50,50,2.3,551,Medium,Nepal,Chitwan
Soybean,Red,Spring,18,37,6.2,7.3,58,106,Medium,115,60,80,300,1000,80,40,60,1.91,579,Medium,India,Andhra Pradesh
Millet (Pearl),Alluvial,Autumn,25,40,6.0,8.1,22,75,Low,87,33,64,200,800,60,30,30,1.24,412,Easy,India,Himachal Pradesh
Guava,Alluvial,Spring,22,36,5.5,7.8,92,167,Medium,186,55,82,200,1000,100,50,100,19.35,2950,Easy,India,Maharashtra
Orange,Silty,Monsoon,13,37,5.6,7.2,96,220,Medium,173,55,82,500,1500,120,60,100,12.87,3327,Medium,India,Himachal Pradesh
Papaya,Peaty,Monsoon,21,34,5.9,7.5,66,164,Medium,266,55,80,200,800,150,80,150,43.73,2958,Easy,Nepal,Kailali
Millet (Pearl),Clay,Monsoon,26,42,5.7,8.1,48,61,Low,73,31,64,200,800,60,30,30,1.69,395,Easy,Nepal,Sindhupalchok
Red Chili,Laterite,Monsoon,22,35,5.7,7.6,48,134,Medium,125,51,80,300,1000,100,50,80,1.26,2098,Medium,Nepal,Mustang
Strawberry,Red,Summer,15,25,5.4,6.7,54,114,Medium,96,61,84,500,1500,100,50,100,15.81,4998,Hard,Nepal,Dhankuta
Garlic,Clay,Spring,11,23,6.0,7.7,41,96,Medium,111,51,75,300,1200,120,60,80,9.66,2848,Hard,Nepal,Chitwan
Drumstick,Red,Autumn,26,41,5.9,7.4,51,92,Low,194,54,83,200,800,80,40,60,40.56,2632,Easy,Asia,Vietnam
Chickpea,Silty,Monsoon,14,27,5.8,7.5,26,65,Low,99,38,70,300,1000,60,30,40,1.56,804,Medium,Nepal,Kaski
Black Gram,Laterite,Summer,24,35,6.1,7.6,32,68,Medium,90,49,79,200,800,50,25,30,1.09,551,Easy,Nepal,Mustang
Green Gram,Peaty,Winter,23,33,6.2,7.7,33,48,Low,71,48,72,200,800,40,20,25,0.71,459,Easy,India,Assam
Rice (Aus),Black,Summer,20,39,5.1,7.4,117,185,High,110,60,84,0,500,120,60,60,3.72,683,Easy,Nepal,Kailali
Cauliflower,Peaty,Winter,17,24,6.1,7.3,42,107,High,79,63,90,200,800,150,80,120,13.2,2223,Medium,India,Himachal Pradesh
Cowpea,Peaty,Spring,26,37,5.9,7.5,34,68,Low,99,55,75,200,800,60,30,40,5.91,870,Easy,Asia,Vietnam
Grapes,Red,Winter,17,34,5.7,7.3,49,110,Medium,149,47,76,300,1000,150,80,120,18.19,3544,Hard,India,Gujarat
Red Kidney Bean,Peaty,Summer,13,24,5.8,6.8,62,129,Medium,114,60,90,500,1500,70,35,50,1.06,644,Hard,Nepal,Sindhupalchok
Ridge Gourd,Sandy,Winter,24,33,6.3,7.3,58,116,Medium,69,57,85,200,800,80,40,60,19.56,1857,Easy,India,West Bengal
Sesame,Black,Summer,23,35,6.3,7.8,34,67,Low,96,38,64,200,800,60,30,30,0.64,431,Easy,Nepal,Sunsari
Banana,Black,Spring,19,37,5.4,7.2,111,201,High,333,68,80,200,800,200,100,300,41.78,3646,Medium,Nepal,Mustang
Cabbage,Silty,Spring,15,23,6.2,7.3,41,101,High,79,67,85,200,800,140,70,110,23.61,2269,Medium,Nepal,Mustang
Cauliflower,Laterite,Summer,14,26,5.8,7.0,46,101,High,76,68,90,200,800,150,80,120,15.38,1714,Medium,Asia,Bangladesh
Lemon,Loamy,Summer,22,36,5.4,7.6,100,146,Medium,130,56,85,200,1000,100,50,80,17.89,1620,Easy,Nepal,Ilam
Cashew,Alluvial,Winter,26,34,5.3,7.7,48,111,Low,239,51,79,200,800,80,40,60,1.74,1902,Medium,India,Punjab
Quinoa,Peaty,Winter,16,31,6.1,8.1,59,84,Low,128,47,75,1000,3000,70,35,35,1.6,428,Hard,India,Tamil Nadu
Sugarcane,Clay,Autumn,18,35,5.7,7.3,115,182,High,367,55,85,200,800,150,80,150,72.2,2466,Medium,Asia,Indonesia
Wheat (Spring),Sandy,Winter,11,23,6.1,7.2,34,108,Medium,102,51,75,200,600,120,60,60,3.95,726,Medium,India,Andhra Pradesh
Pomegranate,Peaty,Autumn,13,35,5.8,7.5,72,108,Low,188,47,75,500,1500,120,60,100,10.72,3069,Medium,Asia,Sri Lanka
Fennel,Peaty,Winter,9,32,5.9,7.5,41,57,Medium,142,40,67,300,1000,80,40,60,0.87,1104,Medium,Nepal,Sindhupalchok
Finger Millet,Loamy,Monsoon,17,32,5.5,7.6,40,122,Low,102,44,78,500,2000,70,35,35,1.48,401,Medium,India,Uttar Pradesh
Groundnut,Clay,Autumn,20,33,6.1,7.4,59,76,Medium,112,50,75,200,800,60,30,60,1.75,763,Medium,Nepal,Mustang
Apple (Mustang),Laterite,Autumn,5,23,5.5,6.8,71,103,Medium,202,58,84,2000,3500,50,30,70,14.65,2053,Hard,Asia,Vietnam
Lentil,Sandy,Autumn,14,24,5.9,7.3,18,69,Low,99,37,64,300,1000,50,25,30,1.35,618,Medium,Nepal,Sindhupalchok
Sugarcane,Silty,Winter,21,35,6.0,7.3,100,194,High,363,65,85,200,800,150,80,150,59.37,2407,Medium,India,Uttar Pradesh
Quinoa,Red,Summer,14,28,5.8,7.8,50,102,Low,121,41,72,1000,3000,70,35,35,1.71,538,Hard,India,Uttar Pradesh
Spinach,Laterite,Summer,8,27,6.2,7.8,38,86,Medium,48,62,85,200,800,80,40,60,11.03,1557,Easy,India,West Bengal
Cardamom,Loamy,Monsoon,14,30,4.7,6.5,166,313,High,364,73,97,800,2000,100,50,100,0.45,5620,Hard,Asia,Indonesia
Cucumber,Laterite,Autumn,21,33,5.8,7.6,43,137,High,51,69,90,200,800,80,40,60,25.72,2508,Easy,Nepal,Dhankuta
Ginger,Alluvial,Spring,18,34,5.3,6.8,130,293,High,249,73,93,300,1500,80,50,50,18.4,1746,Medium,Nepal,Jhapa
Pumpkin,Laterite,Winter,20,37,6.2,7.6,34,98,Medium,102,47,72,200,800,80,40,80,34.23,1698,Easy,Nepal,Kailali
Red Kidney Bean,Black,Spring,16,24,6.0,6.9,78,108,Medium,117,59,89,500,1500,70,35,50,1.01,842,Hard,Asia,Sri Lanka
Quinoa,Clay,Spring,15,31,5.9,8.3,37,99,Low,121,43,65,1000,3000,70,35,35,1.37,524,Hard,Nepal,Gulmi
Coffee,Alluvial,Autumn,15,25,5.3,6.4,102,200,Medium,360,66,90,800,2000,120,60,100,1.73,2836,Hard,Nepal,Jhapa
Buckwheat,Black,Monsoon,13,24,5.6,7.3,67,124,Low,99,50,70,800,2500,60,30,30,1.4,277,Hard,India,West Bengal
Sugarcane,Black,Summer,21,37,5.8,7.5,82,212,High,363,60,88,200,800,150,80,150,74.36,2066,Medium,Nepal,Dhankuta
Rice (Marshi),Sandy,Summer,14,28,5.5,7.1,101,260,High,151,66,91,1500,2500,100,50,50,3.05,1059,Medium,Nepal,Ilam
Grapes,Alluvial,Summer,14,33,6.1,7.7,32,91,Medium,158,45,74,300,1000,150,80,120,17.6,4696,Hard,Asia,Thailand
Wheat (Winter),Sandy,Winter,3,20,6.1,7.4,21,88,Medium,122,41,75,300,800,110,55,55,3.24,743,Medium,India,Assam
Plum,Peaty,Summer,12,26,6.3,6.9,87,145,Medium,127,60,70,1000,2500,90,45,90,9.24,2325,Hard,Nepal,Morang
Orange,Peaty,Autumn,15,34,5.7,7.5,96,193,Medium,185,56,79,500,1500,120,60,100,13.89,2392,Medium,Nepal,Sindhupalchok
Coriander Seed,Loamy,Summer,13,24,6.3,7.5,39,64,Medium,94,41,71,300,1000,60,30,40,0.77,781,Medium,Nepal,Sunsari
Strawberry,Black,Summer,15,24,5.8,7.2,67,128,Medium,80,69,87,500,1500,100,50,100,14.31,4216,Hard,Nepal,Bara
Broccoli,Laterite,Summer,16,25,5.9,7.2,72,126,High,79,61,86,300,1200,130,65,100,10.62,2135,Hard,Nepal,Gulmi
Oats,Loamy,Summer,8,26,6.0,6.9,59,116,Medium,100,53,78,500,1500,90,45,45,2.44,470,Medium,Nepal,Bara
Cotton,Red,Autumn,19,36,6.7,7.7,26,60,Low,177,36,60,200,600,100,50,100,2.89,1214,Medium,Nepal,Gulmi
Plum,Loamy,Monsoon,11,26,6.1,7.0,84,158,Medium,123,55,79,1000,2500,90,45,90,9.8,2213,Hard,Nepal,Kailali
Carrot,Silty,Monsoon,11,24,6.1,7.3,48,91,Medium,91,57,78,200,1000,100,50,100,27.03,2337,Easy,Asia,Vietnam
Garlic,Clay,Autumn,8,27,6.3,7.4,53,94,Medium,122,53,77,300,1200,120,60,80,12.79,2727,Hard,Nepal,Jhapa
Barley,Black,Monsoon,11,25,6.1,7.6,19,53,Low,102,37,69,500,1500,80,40,40,2.08,504,Medium,Nepal,Bara
Lentil,Clay,Winter,13,24,5.8,7.3,49,75,Low,81,40,66,300,1000,50,25,30,1.4,606,Medium,Asia,Indonesia
Coffee,Loamy,Monsoon,17,26,5.3,6.5,112,210,Medium,359,65,82,800,2000,120,60,100,1.27,2697,Hard,India,West Bengal
Safflower,Red,Winter,15,31,6.3,7.2,32,79,Low,122,43,61,300,1000,60,30,30,1.19,629,Medium,Nepal,Chitwan
Grapes,Silty,Monsoon,17,35,6.2,7.4,49,95,Medium,149,48,76,300,1000,150,80,120,17.18,4416,Hard,India,Tamil Nadu
Safflower,Silty,Spring,15,28,6.3,7.5,14,72,Low,122,35,65,300,1000,60,30,30,1.22,521,Medium,India,Uttar Pradesh
Kodo Millet,Alluvial,Summer,18,35,5.3,7.6,59,116,Low,81,43,68,400,1500,60,30,30,1.24,333,Medium,Asia,Indonesia
Areca Nut,Clay,Spring,22,33,5.8,7.5,159,239,High,358,72,92,200,800,150,80,150,1.8,2635,Medium,Nepal,Kailali
Litchi,Peaty,Summer,22,33,5.7,7.1,103,189,High,117,69,85,200,800,150,80,120,7.77,2492,Medium,Nepal,Kailali
Tomato,Black,Monsoon,16,26,6.1,6.8,53,124,Medium,60,63,83,200,1000,120,60,100,26.41,3967,Medium,India,Gujarat
Linseed,Laterite,Autumn,8,27,6.1,6.7,45,45,Low,125,43,68,300,1000,60,30,30,0.91,552,Medium,Nepal,Mustang
Coffee (Arabica),Sandy,Winter,14,22,6.1,6.3,132,235,Medium,256,72,83,800,1600,60,40,80,1.84,2531,Hard,Nepal,Ilam
Barley,Laterite,Autumn,9,26,6.1,7.5,26,68,Low,110,39,68,500,1500,80,40,40,2.39,425,Medium,Nepal,Bara
Chickpea,Silty,Spring,16,24,6.1,7.3,44,42,Low,93,38,67,300,1000,60,30,40,1.51,785,Medium,Nepal,Kailali
Wheat (Winter),Black,Winter,5,19,6.1,7.5,42,85,Medium,121,46,74,300,800,110,55,55,3.07,758,Medium,Nepal,Bara
Cauliflower,Black,Spring,17,27,5.8,7.0,60,93,High,79,64,80,200,800,150,80,120,17.37,2263,Medium,Asia,Thailand
Barley,Sandy,Winter,9,24,6.2,7.5,22,68,Low,108,44,68,500,1500,80,40,40,2.32,412,Medium,Nepal,Morang
Rubber,Laterite,Winter,26,34,5.3,7.0,151,286,High,364,74,92,200,800,100,50,100,1.73,1889,Medium,Nepal,Mustang
Barley,Alluvial,Summer,12,23,5.7,7.5,30,64,Low,91,37,69,500,1500,80,40,40,2.14,468,Medium,Nepal,Dhankuta
Cowpea,Loamy,Autumn,26,34,6.2,7.5,55,83,Low,95,53,72,200,800,60,30,40,5.64,661,Easy,India,Tamil Nadu
Fennel,Silty,Winter,10,31,5.7,7.7,32,76,Medium,154,44,70,300,1000,80,40,60,0.99,1193,Medium,Nepal,Kailali
Safflower,Sandy,Monsoon,17,30,6.3,7.6,29,49,Low,136,44,61,300,1000,60,30,30,1.12,570,Medium,Asia,Vietnam
Fenugreek Seed,Black,Spring,11,30,6.0,7.5,31,62,Medium,100,40,75,300,1000,60,30,30,0.68,563,Medium,Nepal,Sindhupalchok
Beetroot,Alluvial,Spring,8,23,6.1,7.7,56,68,Medium,79,58,75,200,1000,100,50,80,18.74,1382,Medium,India,Punjab
Jute,Laterite,Autumn,26,36,5.8,7.7,105,195,High,120,74,89,200,600,80,40,80,2.34,741,Medium,Nepal,Kailali
Rice (Boro),Black,Summer,17,30,5.1,7.4,39,119,High,164,53,73,0,500,130,65,65,4.56,992,Medium,India,Haryana
Orange,Laterite,Monsoon,17,34,5.7,7.6,100,184,Medium,190,56,82,500,1500,120,60,100,10.43,2363,Medium,Nepal,Kailali
Areca Nut,Black,Summer,21,37,5.7,7.5,148,241,High,360,74,89,200,800,150,80,150,1.94,3076,Medium,Nepal,Sunsari
Kodo Millet,Red,Autumn,20,36,5.5,7.4,38,98,Low,90,46,70,400,1500,60,30,30,1.42,302,Medium,Nepal,Gulmi
Maize (Irrigated),Peaty,Autumn,19,34,5.4,7.3,31,93,High,101,62,81,200,1000,120,60,60,4.38,645,Medium,Nepal,Dhankuta
Rice (Aman),Clay,Monsoon,22,38,5.1,7.7,131,311,High,150,67,88,0,500,110,55,55,4.18,1102,Easy,India,Maharashtra
Brinjal,Laterite,Monsoon,18,34,6.1,7.3,76,136,Medium,106,55,82,200,800,120,60,100,25.92,2425,Medium,Nepal,Morang
Chickpea,Laterite,Spring,16,24,6.3,7.6,34,80,Low,106,35,68,300,1000,60,30,40,1.37,700,Medium,Nepal,Ilam
Fenugreek,Peaty,Summer,11,32,5.8,7.7,10,69,Medium,49,54,72,200,800,60,30,40,7.92,1054,Easy,Nepal,Jhapa
Litchi,Peaty,Monsoon,18,35,5.7,7.0,81,202,High,129,64,86,200,800,150,80,120,7.64,2688,Medium,India,West Bengal
Jackfruit,Silty,Winter,25,37,5.7,7.8,101,211,Medium,170,62,82,200,800,100,50,100,19.78,2521,Easy,Asia,Thailand
Chickpea,Laterite,Summer,16,24,6.1,7.4,38,71,Low,104,40,64,300,1000,60,30,40,1.41,805,Medium,Nepal,Bara
Large Cardamom,Peaty,Winter,8,25,4.7,6.6,143,347,High,329,77,100,1000,2000,40,40,60,0.6,3775,Hard,Nepal,Morang
Fennel,Peaty,Monsoon,12,30,6.0,7.2,29,62,Medium,155,45,69,300,1000,80,40,60,0.96,1300,Medium,India,Gujarat
Cauliflower,Red,Spring,14,24,5.7,7.1,54,99,High,63,63,81,200,800,150,80,120,14.6,2277,Medium,Nepal,Sunsari
Quinoa,Sandy,Summer,17,29,6.1,8.0,39,113,Low,124,45,65,1000,3000,70,35,35,1.29,510,Hard,Nepal,Mustang
Maize (Irrigated),Laterite,Monsoon,20,36,5.6,7.0,48,108,High,102,61,80,200,1000,120,60,60,3.43,765,Medium,Asia,Vietnam
Barley,Silty,Autumn,9,27,5.8,7.7,11,70,Low,107,44,70,500,1500,80,40,40,2.24,533,Medium,Nepal,Bara
Green Beans,Silty,Summer,18,31,5.9,7.4,61,100,Medium,84,55,89,200,1000,70,35,50,9.51,1425,Medium,India,Punjab
Rice (Boro),Silty,Summer,13,28,4.7,7.4,59,84,High,155,55,77,0,500,130,65,65,4.15,1130,Medium,Asia,Indonesia
Pineapple,Sandy,Autumn,22,29,4.6,6.8,70,168,Medium,189,70,81,200,800,120,60,120,25.88,3072,Medium,Nepal,Jhapa
Coriander,Silty,Monsoon,13,25,6.0,7.2,24,76,Medium,40,60,71,200,800,60,30,40,6.87,708,Easy,Asia,Vietnam
Barley,Sandy,Summer,12,23,5.8,7.3,49,70,Low,104,45,67,500,1500,80,40,40,2.93,548,Medium,Nepal,Jhapa
Ginger,Laterite,Autumn,20,37,5.2,6.5,141,318,High,244,67,87,300,1500,80,50,50,20.29,1730,Medium,India,Tamil Nadu
Coriander,Clay,Spring,15,25,6.2,7.5,43,98,Medium,49,56,79,200,800,60,30,40,6.32,946,Easy,Nepal,Bara
Potato,Laterite,Summer,14,27,5.1,6.6,44,106,Medium,79,63,86,500,2000,150,80,120,20.49,2420,Medium,Nepal,Morang
Capsicum,Silty,Autumn,19,32,6.0,6.9,58,140,Medium,71,67,80,200,1000,110,55,90,12.37,2509,Medium,Nepal,Jhapa
Black Pepper,Sandy,Monsoon,23,33,5.8,7.1,150,236,High,363,75,91,200,800,120,60,120,0.94,3314,Hard,India,Himachal Pradesh
Spinach,Black,Autumn,10,25,6.3,7.8,56,77,Medium,52,62,84,200,800,80,40,60,13.45,1542,Easy,Nepal,Bara
Carrot,Sandy,Autumn,11,24,5.9,7.4,44,87,Medium,95,55,82,200,1000,100,50,100,24.25,2340,Easy,India,Gujarat
Millet (Finger),Alluvial,Winter,22,37,5.7,7.4,52,110,Low,85,40,72,500,1500,70,35,35,1.73,433,Medium,Nepal,Dhankuta
Banana,Silty,Spring,21,36,5.6,7.1,80,215,High,331,69,90,200,800,200,100,300,33.35,4130,Medium,India,Andhra Pradesh
Wheat (Spring),Silty,Winter,10,26,6.0,7.2,36,91,Medium,100,54,73,200,600,120,60,60,2.91,742,Medium,Nepal,Chitwan
Coconut,Alluvial,Winter,24,36,5.7,8.0,83,214,Medium,368,62,85,200,500,120,60,120,2.38,1557,Medium,India,Himachal Pradesh
Sesame,Clay,Winter,23,37,6.3,7.5,35,58,Low,87,39,61,200,800,60,30,30,0.87,508,Easy,Nepal,Jhapa
Chili,Red,Spring,21,34,6.3,7.7,47,134,Medium,98,55,86,200,1000,100,50,80,8.44,1997,Medium,Nepal,Mustang
Sorghum (Jowar),Peaty,Spring,27,41,6.1,8.1,22,95,Low,113,36,69,300,1000,80,40,40,2.18,485,Medium,Nepal,Sunsari
Wheat (Winter),Silty,Winter,7,18,6.1,7.2,56,63,Medium,131,40,68,300,800,110,55,55,2.9,743,Medium,Nepal,Morang
Jute,Silty,Summer,25,35,6.1,7.2,88,206,High,110,70,86,200,600,80,40,80,2.79,847,Medium,Nepal,Sunsari
Pomegranate,Clay,Summer,13,35,5.8,7.5,43,123,Low,178,45,74,500,1500,120,60,100,9.99,3219,Medium,India,Tamil Nadu
Cauliflower,Silty,Spring,14,24,5.9,7.2,42,108,High,77,62,85,200,800,150,80,120,17.11,1677,Medium,Asia,Sri Lanka
Peach,Silty,Autumn,17,31,6.0,7.1,67,148,Medium,124,60,74,500,2000,100,50,100,12.67,3009,Hard,Nepal,Kaski
Wheat (Spring),Silty,Winter,10,26,5.9,7.6,31,115,Medium,114,49,77,200,600,120,60,60,3.87,577,Medium,Nepal,Gulmi
Orange,Loamy,Spring,15,36,5.5,7.7,113,197,Medium,180,56,76,500,1500,120,60,100,11.29,3218,Medium,Nepal,Kaski
Coffee (Arabica),Clay,Winter,14,25,6.2,6.4,165,258,Medium,300,70,80,800,1600,60,40,80,1.59,2304,Hard,India,Uttar Pradesh
Rice (Aus),Alluvial,Summer,21,37,5.1,7.3,86,183,High,112,62,84,0,500,120,60,60,3.87,809,Easy,Asia,Indonesia
Muskmelon,Clay,Summer,27,34,6.2,7.4,44,69,Medium,72,50,80,200,800,90,45,90,26.02,2385,Easy,India,Punjab
Carrot,Alluvial,Spring,12,26,5.9,7.7,39,81,Medium,95,60,81,200,1000,100,50,100,21.52,2241,Easy,India,Assam
Maize (Irrigated),Sandy,Winter,19,34,5.6,7.1,38,109,High,107,58,87,200,1000,120,60,60,3.46,933,Medium,Nepal,Sindhupalchok
Peach,Alluvial,Autumn,13,32,5.9,7.1,75,145,Medium,120,56,80,500,2000,100,50,100,9.63,2227,Hard,India,Punjab
Apple,Red,Autumn,13,24,6.0,6.8,71,146,Medium,151,55,73,1500,3000,120,60,120,13.97,3096,Hard,Asia,Vietnam
Garlic,Silty,Spring,8,25,6.0,7.3,50,64,Medium,113,53,71,300,1200,120,60,80,13.3,3293,Hard,India,Uttar Pradesh
Radish,Black,Spring,11,23,6.2,7.7,23,94,Medium,50,58,72,200,800,80,40,60,16.53,1282,Easy,Nepal,Sindhupalchok
Muskmelon,Alluvial,Autumn,26,35,5.7,7.3,52,96,Medium,77,51,74,200,800,90,45,90,26.43,2096,Easy,Nepal,Dhankuta
Sesame,Peaty,Spring,26,37,5.8,7.2,22,40,Low,87,42,69,200,800,60,30,30,0.86,411,Easy,Nepal,Bara
Lentil,Clay,Summer,14,27,6.2,7.3,24,44,Low,84,38,63,300,1000,50,25,30,1.29,558,Medium,Nepal,Chitwan
Spinach,Laterite,Winter,10,23,6.0,7.7,20,88,Medium,41,62,84,200,800,80,40,60,13.19,1317,Easy,India,Punjab
Coriander Seed,Black,Spring,17,24,6.2,7.7,13,45,Medium,99,40,72,300,1000,60,30,40,0.85,869,Medium,Nepal,Mustang
Tea,Sandy,Autumn,9,31,4.4,5.6,217,385,High,365,76,95,500,2000,120,60,60,1.8,2260,Medium,Nepal,Dhankuta
Sesame,Laterite,Spring,27,35,6.0,7.4,50,44,Low,88,40,66,200,800,60,30,30,0.71,484,Easy,Nepal,Ilam
Green Gram,Silty,Spring,27,33,6.0,7.7,18,42,Low,84,50,74,200,800,40,20,25,0.71,426,Easy,India,Uttar Pradesh
Coriander Seed,Silty,Monsoon,17,24,5.9,7.8,27,71,Medium,90,46,73,300,1000,60,30,40,0.94,865,Medium,Nepal,Sindhupalchok
Red Chili,Peaty,Spring,22,37,5.8,7.2,49,136,Medium,114,59,80,300,1000,100,50,80,1.34,1735,Medium,Nepal,Ilam
Pumpkin,Laterite,Spring,18,33,5.8,7.7,24,75,Medium,105,52,78,200,800,80,40,80,30.16,2308,Easy,India,Tamil Nadu
Sugarcane,Sandy,Winter,22,33,6.2,7.4,89,205,High,369,57,87,200,800,150,80,150,75.07,2526,Medium,India,Gujarat
Plum,Alluvial,Summer,12,25,6.2,7.1,73,157,Medium,122,55,75,1000,2500,90,45,90,11.36,2758,Hard,Nepal,Morang
Wheat (Spring),Loamy,Winter,8,26,6.2,7.7,46,113,Medium,106,55,80,200,600,120,60,60,3.7,639,Medium,Nepal,Jhapa
Banana,Silty,Winter,18,33,5.8,7.1,84,217,High,334,61,87,200,800,200,100,300,31.71,4555,Medium,Nepal,Jhapa
Bottle Gourd,Clay,Winter,22,36,6.1,7.5,61,97,High,95,63,85,200,800,90,45,70,21.61,2092,Easy,Nepal,Kaski
Rice (Basmati),Laterite,Summer,21,40,5.9,7.3,68,144,Medium,119,50,75,300,800,100,50,50,3.45,1269,Medium,Nepal,Sunsari
Rice (Basmati),Loamy,Monsoon,22,38,5.9,7.7,94,164,Medium,116,57,77,300,800,100,50,50,2.96,991,Medium,Asia,Sri Lanka
Sorghum (Jowar),Red,Monsoon,24,40,6.2,8.2,51,91,Low,110,35,62,300,1000,80,40,40,1.93,479,Medium,India,Gujarat
Coffee,Silty,Winter,17,24,5.3,6.7,117,220,Medium,367,61,84,800,2000,120,60,100,1.49,2992,Hard,Nepal,Sindhupalchok
Guava,Red,Spring,20,34,5.6,7.6,70,142,Medium,173,50,81,200,1000,100,50,100,23.69,2941,Easy,Nepal,Mustang
Pear,Red,Monsoon,9,27,5.8,6.7,70,138,Medium,128,59,70,1000,2500,100,50,100,11.07,3208,Hard,India,Haryana
Linseed,Black,Spring,9,26,5.7,7.2,41,77,Low,125,35,63,300,1000,60,30,30,0.83,565,Medium,India,Punjab
Cashew,Loamy,Spring,26,35,5.4,7.6,42,100,Low,244,51,84,200,800,80,40,60,1.62,1813,Medium,Nepal,Dhankuta
Sweet Potato,Clay,Monsoon,19,30,5.8,6.9,28,98,Low,114,57,84,300,1500,80,40,80,13.03,2105,Easy,Nepal,Mustang
Turmeric,Sandy,Monsoon,22,31,4.6,7.2,154,233,High,252,75,89,0,1500,60,60,120,23.56,1333,Easy,India,Andhra Pradesh
Spinach,Black,Winter,11,27,6.2,7.4,24,77,Medium,49,64,85,200,800,80,40,60,11.07,1452,Easy,Asia,Sri Lanka
Capsicum,Loamy,Monsoon,17,29,6.2,7.0,80,131,Medium,72,61,85,200,1000,110,55,90,15.52,2351,Medium,Nepal,Sindhupalchok
Onion,Clay,Monsoon,13,25,5.9,7.3,57,82,Medium,109,57,75,200,800,100,50,80,19.43,2123,Medium,India,Andhra Pradesh
